,id,medianinterval,mediandensity,medianlikes,likes/post
1365,8807108,4780.858333,0.000209167,84.5,403983.4199
1366,8889830,47.21833333,0.021178215,70,3305.283283
1367,8891994,67.35587963,0.014846514,25.5,1717.574914
1368,8900863,41.51666667,0.024086712,42,1743.700012
1369,9019123,12.95502315,0.077190136,16,207.2803706
1370,9073969,7134.416667,0.000140166,236,1683717.877
1371,9101752,1288.291667,0.000776222,27,34783.86338
1372,9107118,23.27166667,0.042970708,20,465.4333366
1373,9119880,211.92,0.004718762,61,12927.11944
1374,9193407,1701.233333,0.000587809,93,158214.6582
1375,9285683,11299.9,8.85E-05,18,203398.1043
1376,9294114,7.361145833,0.135848416,28,206.112083
1377,9338899,8.356666667,0.119664938,20,167.1333336
1378,9347211,9807.775,0.00010196,38,372695.1746
1379,9378460,338300.9833,2.96E-06,5,1691503.578
1380,9445387,40815.98333,2.45E-05,38.5,1571415.744
1381,9466204,28.44166667,0.035159684,24.5,696.8208247
1382,9472097,408031,2.45E-06,8.5,3468269.415
1383,9491570,871.2333333,0.001147798,39,33978.10416
1384,9567813,417.3108333,0.002396295,13,5425.041575
1385,9620257,4529.983333,0.000220751,19,86069.82528
1386,9652287,1060.5,0.000942951,34.5,36587.26699
1387,9681756,520.5,0.00192123,47.5,24723.74468
1388,9762610,29.6391088,0.033739206,47,1393.038117
1389,9774249,17.68527778,0.056544207,18,318.3349976
1390,9843750,68.99875,0.014493016,11.5,793.4856347
1391,9896225,1955.375,0.000511411,29.5,57683.54611
1392,9984651,20.53347222,0.048700969,36.5,749.4717405
1393,10033705,36.77305556,0.027193824,33,1213.510832
1394,10038476,1698.2,0.000588859,25,42454.98498
1395,10132259,772,0.001295337,389.5,300693.9507
1396,10245460,7895.8,0.00012665,13,102645.0849
1397,10288294,14.78263889,0.067646921,29.5,436.087845
1398,10334874,10.13333333,0.098684211,30,303.9999985
1399,10472258,23.48555556,0.042579363,31,728.0522257
1400,10583146,680.0583333,0.001470462,40,27202.33505
1401,10606692,36.29291667,0.027553586,12,435.5149998
1402,10693242,7507.65,0.000133197,28,210214.9448
1403,10785026,903,0.00110742,12,10835.99718
1404,10846422,11479.13333,8.71E-05,18,206624.3775
1405,10878123,1583.558333,0.000631489,21.5,34046.51546
1406,10892817,669425,1.49E-06,12,8033096.357
1407,10898118,291.7319444,0.003427804,30,8751.95898
1408,10903196,51.16666667,0.019543974,153.5,7854.08331
1409,10905823,25170.58333,3.97E-05,26.5,667020.733
1410,10957390,19.80300926,0.050497376,41,811.923376
1411,10965812,363.620544,0.00275012,5,1818.102483
1412,10974058,0,#DIV/0!,5,#DIV/0!
1413,11037116,5783.583333,0.000172903,19.5,112779.998
1414,11076561,35036,2.85E-05,5,175179.8221
1415,11084668,101.4983333,0.009852379,20,2029.966569
1416,11154105,17.49194444,0.057169173,42,734.6616681
1417,11187584,3.801707176,0.263039722,5,19.0085359
1418,11228375,5844.55,0.0001711,21.5,125657.5102
1419,11359243,0,#DIV/0!,105,#DIV/0!
1420,11409327,74.29321759,0.013460179,5,371.4660853
1421,11470549,34.4,0.029069767,65,2236.000034
1422,11534755,99.91888889,0.010008118,21,2098.296603
1423,11555384,520.9973611,0.001919396,53.5,27873.35183
1424,11581793,2.953472222,0.338584529,15.5,45.77881939
1425,11717095,367.0591667,0.002724356,49.5,18169.4316
1426,11717296,1045.781528,0.000956223,12,12549.37394
1427,11751721,31.74333333,0.031502678,14,444.4066628
1428,11777321,36.83016782,0.027151655,29,1068.074856
1429,11789437,659.1583333,0.001517086,75,49436.88097
1430,11800649,1.011111111,0.989010989,86,86.95555556
1431,11860850,2,0.5,22,44
1432,11876274,1597.836111,0.000625846,48,76696.18405
1433,11888703,309.5333333,0.00323067,16,4952.533066
1434,11995228,197,0.005076142,32.5,6402.500166
1435,12150291,164.6174653,0.00607469,65.5,10782.44322
1436,12182981,4452.8,0.000224578,84,374034.8565
1437,12252262,65.22361111,0.015331871,33,2152.379185
1438,12262843,1618.233333,0.000617958,22.5,36410.24147
1439,12343112,34.14159722,0.029289784,18,614.5487451
1440,12354248,1641.6,0.000609162,82,134611.1543
1441,12362803,5520.866667,0.000181131,21,115938.1884
1442,12367458,100.9036111,0.009910448,22,2219.879465
1443,12434449,73.84083333,0.013542642,15,1107.612532
1444,12434608,1508.6,0.000662866,39,58835.42073
1445,12450499,2950.133333,0.000338968,23,67853.01267
1446,12457250,3.947222222,0.253342716,5,19.73611114
1447,12547826,14.19972222,0.070423913,88,1249.575553
1448,12682896,5574.666667,0.000179383,48,267583.8848
1449,12721429,24.49328125,0.040827523,20.5,502.1122638
1450,12740487,130.1521528,0.007683315,54.5,7093.292413
1451,12848817,18.21587384,0.054897174,21,382.5333523
1452,12856331,15.1789294,0.065880799,28.5,432.5994893
1453,12917511,3999.316667,0.000250043,130,519910.5754
1454,12920312,12.2440162,0.081672548,100,1224.401619
1455,13244244,72.53972222,0.01378555,39,2829.049258
1456,13246975,11.8334375,0.084506298,32,378.6700016
1457,13266842,73608.14167,1.36E-05,60,4416473.446
1458,13327396,151.9913889,0.00657932,34,5167.707301
1459,13391065,5.7,0.175438596,47,267.9000008
1460,13667362,6.170341435,0.162065586,105,647.8858504
1461,13680491,9.966018519,0.100340973,46,458.4368541
1462,13741576,2.874513889,0.347884908,36,103.4825
1463,13776938,16.843125,0.059371405,23,387.3918766
1464,13777963,3411.783333,0.000293102,28,95529.88379
1465,13919820,2.203541667,0.453814881,171.5,377.9073961
1466,13927103,3.693460648,0.27074879,19,70.17575222
1467,14015056,12.39291667,0.080691255,86,1065.790834
1468,14023562,4.640474537,0.215495202,22,102.09044
1469,14090355,2888.991667,0.000346142,20,57779.75513
1470,14120685,3.887991898,0.257202182,19,73.87184608
1471,14286456,83.39097222,0.011991706,20,1667.819408
1472,14344304,19.30833333,0.051791109,31.5,608.2125023
1473,14452064,33.6196412,0.029744517,13,437.0553403
1474,14462599,17.33230324,0.057695736,5,86.66151689
1475,14480046,12.3781713,0.080787378,30.5,377.5342232
1476,14500822,767.1666667,0.001303498,27,20713.49553
1477,14515507,21.89180556,0.045679192,15,328.3770869
1478,14594132,8.95724537,0.111641466,33,295.5890959
1479,14710394,40573.5,2.46E-05,28.5,1156346.109
1480,14761048,7148.358333,0.000139892,81.5,582592.2855
1481,14851407,1247.783333,0.000801421,16.5,20588.4298
1482,14945738,321.8120833,0.003107404,40,12872.48134
1483,14949157,466.7916667,0.002142283,22.5,10502.81405
1484,15141046,0,#DIV/0!,63,#DIV/0!
1485,15199579,1845.666667,0.00054181,145,267621.4909
1486,15275707,120.39625,0.008305907,15,1805.94365
1487,15278883,44.45986111,0.022492198,24,1067.036668
1488,15374255,2.15541088,0.463948665,16.5,35.56427951
1489,15565163,10.94666667,0.09135201,44,481.653332
1490,15630844,13.79108218,0.072510626,22.5,310.2993484
1491,15700504,1130.566667,0.000884512,81,91575.91983
1492,15733921,71.51194444,0.013983678,15,1072.679162
1493,15736862,38.56295139,0.025931625,12,462.7554193
1494,15838700,20.15179398,0.049623374,11,221.6697317
1495,15887653,54.43383681,0.018370926,5,272.1691873
1496,15890545,51.4,0.019455253,50,2569.999989
1497,15950596,1586.316667,0.000630391,78,123732.731
1498,15952596,325536,3.07E-06,48,15625712.11
1499,15977540,1077.566667,0.000928017,26.5,28555.51138
1500,15992940,6.419340278,0.155779248,21,134.8061457
1501,16054452,22048,4.54E-05,5,110239.9704
1502,16139326,4220.641667,0.000236931,18,75971.48537
1503,16207583,5.109155093,0.195727079,16,81.74648128
1504,16218928,28503.39167,3.51E-05,17,484558.2681
1505,16263118,0,#DIV/0!,5,#DIV/0!
1506,16452167,111.9666667,0.00893123,53,5934.233023
1507,16556328,5.016145833,0.199356245,239,1198.858857
1508,16605479,71.675,0.013951866,13,931.7750041
1509,16619895,36.23764468,0.027595612,33,1195.842296
1510,16627742,2987.641667,0.000334712,24.5,73197.25615
1511,16746237,71.74361111,0.013938523,43.5,3120.847166
1512,16765152,72944,1.37E-05,49,3574268.187
1513,17018003,6828.133333,0.000146453,126.5,863758.3389
1514,17101810,11941.95,8.37E-05,44,525445.9125
1515,17113260,28.01460648,0.035695665,33,924.4820064
1516,17293151,317346.375,3.15E-06,13,4125504.184
1517,17421048,53.89166667,0.018555745,17.5,943.1041438
1518,17534199,728.8833333,0.001371962,48,34986.39175
1519,17560282,63601.09167,1.57E-05,40,2544043.758
1520,17698775,869102,1.15E-06,45,39109689.64
1521,17900040,49.29861111,0.020284547,35,1725.451399
1522,17936936,407.68,0.002452904,73,29760.6429
1523,18024873,42.04024306,0.023786732,16,672.6438924
1524,18250811,145.27,0.006883734,20,2905.399889
1525,18759554,7.153229167,0.139797003,20.5,146.641198
1526,18775560,30.10194444,0.033220445,60.5,1821.167657
1527,18789762,47.68694444,0.0209701,25.5,1216.017091
1528,18817293,471.65,0.002120216,142,66974.30828
1529,18818598,82.81666667,0.012074864,29,2401.683365
1530,18873057,46.22138889,0.021635005,17,785.763627
1531,18986029,13.02733218,0.076761687,12,156.3279869
1532,19055294,106.2933333,0.009407928,11,1169.226635
1533,19145469,52.49722222,0.019048627,68,3569.811095
1534,19155781,68,0.014705882,29.5,2006.000048
1535,19171235,47.83944444,0.020903253,18.5,885.0297128
1536,19190346,109.1383333,0.009162683,19,2073.628434
1537,19334682,10.14939815,0.09852801,26,263.8843513
1538,19347678,11.98333333,0.083449235,60.5,724.9916671
1539,19443034,74.59888889,0.013405025,5,372.9944554
1540,19479371,10889.91667,9.18E-05,17,185128.5173
1541,19596395,439.7181944,0.002274184,49,21546.18975
1542,19607087,23.735,0.042131873,12,284.8199984
1543,20258229,48.28680556,0.020709591,53.5,2583.344113
1544,20410082,292.95,0.003413552,13,3808.349778
1545,20573193,1396.633333,0.000716008,24,33519.17856
1546,20676349,121.9613889,0.008199316,15.5,1890.40159
1547,20702333,2.1503125,0.465048685,80,172.0249999
1548,20706588,62.33333333,0.016042781,37,2306.333297
1549,20850240,298.75,0.00334728,13,3883.750388
1550,20996407,2604.433333,0.000383961,27,70319.64184
1551,21125051,217,0.004608295,5,1084.999984
1552,21229337,5052.05,0.000197939,28.5,143983.7526
1553,21234165,532.275,0.001878728,120.5,64139.14095
1554,21260497,27953.89167,3.58E-05,11.5,321469.7036
1555,21266732,0,#DIV/0!,42,#DIV/0!
1556,21286738,7289.066667,0.000137192,19,138492.0404
1557,21292826,1835.536667,0.0005448,11.5,21108.66373
1558,21527279,76.99166667,0.012988419,35,2694.708263
1559,21570461,0,#DIV/0!,5,#DIV/0!
1560,21799054,17.41423611,0.057424282,8,139.3138882
1561,21870407,421.9405556,0.002370002,52,21940.90975
1562,21973680,63.75833333,0.015684224,144,9181.200166
1563,21991234,6686.291667,0.00014956,5,33431.39877
1564,22157933,134.4711111,0.007436542,63.5,8538.914996
1565,22513861,15.98612269,0.062554255,15,239.7918415
1566,22609608,2729.108333,0.00036642,17.5,47759.40178
1567,22636507,13534.05833,7.39E-05,67.5,913548.5338
1568,22715761,342.9175,0.002916153,12.5,4286.469194
1569,22798532,3.455532407,0.289391006,5,17.27766204
1570,23027907,876.4968056,0.001140905,35,30677.40084
1571,23046727,109.7690856,0.009110033,13,1426.998124
1572,23217744,3223.566667,0.000310215,29,93483.55173
1573,23236243,956863,1.05E-06,28,26792207.3
1574,23237218,0,#DIV/0!,5,#DIV/0!
1575,23398362,146.2636806,0.006836967,60,8775.821208
1576,23512898,5.055034722,0.197822578,5,25.2751736
1577,23562686,9.572384259,0.104467181,15,143.585764
1578,23715555,78.56861111,0.012727729,45,3535.587535
1579,23856709,30288.975,3.30E-05,25,757224.6807
1580,23881555,2745,0.000364299,20,54899.95855
1581,24138941,1872.4,0.000534074,52.5,98300.98451
1582,24178739,1098.333333,0.00091047,25,27458.34569
1583,24228751,24.35,0.041067762,23,560.0499974
1584,24317542,1723.358333,0.000580262,16,27573.75117
1585,24332474,3788.716667,0.000263942,21,79562.93428
1586,24363473,5.025416667,0.198988475,15,75.3812501
1587,24516548,589.175,0.001697289,40.5,23861.58162
1588,24552732,31559,3.17E-05,11,347148.8038
1589,24664871,3266.283333,0.000306158,17,55526.88481
1590,24694287,10.95222222,0.091305671,22.5,246.4250003
1591,24728071,111.8047222,0.008944166,15.5,1732.973203
1592,24872327,6296.8,0.000158811,39,245574.9287
1593,25046082,524.05,0.001908215,27,14149.349
1594,26032574,1846.9,0.000541448,44,81263.57471
1595,26033089,2.033888889,0.491668943,29,58.98277777
1596,26082769,4.793333333,0.208623088,5,23.96666662
1597,26206387,108.6760764,0.009201657,85,9237.466687
1598,26810546,143.4331944,0.006971887,16.5,2366.647652
1599,27030687,2136.016667,0.000468161,19,40584.3289
1600,27176115,45.46486111,0.021995008,85.5,3887.245688
1601,27351578,16.00172454,0.062493264,40,640.0689841
1602,27471712,38858.81667,2.57E-05,25,971469.8728
1603,27505302,98.82222222,0.010119181,41,4051.7113
1604,27702585,1615.733333,0.000618914,17,27467.46721
1605,27840860,19436.08333,5.15E-05,21,408157.7121
1606,28275309,108.9596586,0.009177709,15,1634.394815
1607,28464204,14.61277778,0.068433259,27,394.5449975
1608,28636829,274.4548611,0.003643586,17,4665.733154
1609,28761309,21525.18333,4.65E-05,32,688806.0408
1610,29305730,5948.7,0.000168104,21,124922.6669
1611,29915972,121.9833333,0.008197841,18,2195.700063
1612,30376366,13.88783565,0.07200546,16.5,229.1492895
1613,30755281,21.73944444,0.045999336,1454,31609.15192
1614,31010859,1907.4,0.000524274,56,106814.3757
1615,31495611,116.5925,0.008576881,45,5246.662511
1616,31780166,615.2166667,0.001625444,48,29530.39293
1617,32120290,8253.366667,0.000121163,22.5,185700.255
1618,32150795,52623.125,1.90E-05,30,1578689.793
1619,32150928,82.67833333,0.012095067,98.5,8143.815987
1620,32160739,2926.816667,0.000341668,24,70243.62832
1621,32602832,494.2190278,0.002023394,48.5,23969.62727
1622,32760769,1155.952361,0.000865088,8,9247.614116
1623,33007470,1.986331019,0.503440761,14.5,28.80179978
1624,33253384,38.1,0.026246719,15,571.5000035
1625,33991355,371.1817014,0.002694098,12,4454.180954
1626,34818798,10.21515625,0.097893755,10.5,107.2591403
1627,35069910,384.7527778,0.002599072,24,9234.065082
1628,35360002,383.9083333,0.002604788,10,3839.084025
1629,35643081,47.47944444,0.021061746,68,3228.602225
1630,35806654,28863.66667,3.46E-05,51,1472048.399
1631,35932565,476.8472222,0.002097108,15,7152.707443
1632,36130803,204541,4.89E-06,14,2863571.282
1633,36131495,112.9486111,0.008853584,16,1807.177749
1634,36150556,77797.5,1.29E-05,21.5,1672644.1
1635,36201079,16.84375,0.059369202,105,1768.593757
1636,36440052,67.75472222,0.014759119,28,1897.132207
1637,36568609,708243.5,1.41E-06,31.5,22309729.88
1638,36578894,48.94234375,0.020432205,17.5,856.491015
1639,36629013,7.934108796,0.1260381,38,301.4961349
1640,36634553,27683.54167,3.61E-05,46.5,1287286.317
1641,36803347,21130.81667,4.73E-05,17,359224.2447
1642,37000442,14.94710648,0.066902581,14,209.2594903
1643,37543913,258.55,0.003867724,19,4912.449803
1644,37682042,2.200671296,0.454406799,16,35.21074076
1645,37937644,13.84258102,0.072240863,36,498.3329172
1646,38079931,72.09166667,0.013871229,32.5,2342.979126
1647,38184873,5957.583333,0.000167853,37,220430.9723
1648,38616551,15288.58333,6.54E-05,25,382214.4896
1649,38642226,46.73152778,0.02139883,31.5,1472.043098
1650,38828413,3504.383333,0.000285357,67,234793.6094
1651,38883067,221.65,0.004511617,19,4211.350387
1652,39387553,32.53666667,0.030734556,26.5,862.2216635
1653,39400593,7.326944444,0.136482542,51,373.6741656
1654,39451179,1546.35,0.000646684,23,35566.05699
1655,39731778,30.14722222,0.033170552,5,150.7361108
1656,39872466,345.4166667,0.002895054,42,14507.50141
1657,39982781,884.2333333,0.001130923,73,64549.04534
1658,39989043,179.6666667,0.005565863,83,14912.33255
1659,39999959,54745.30833,1.83E-05,25.5,1396005.781
1660,40017238,440.0833333,0.002272297,16,7041.333065
1661,40302104,3578.633333,0.000279436,88,314920.0533
1662,40312184,49.69583333,0.020122411,5,248.4791708
1663,40455019,0,#DIV/0!,5,#DIV/0!
1664,41335126,442.9916667,0.002257379,33,14618.72375
1665,41358480,72.05,0.013879251,32,2305.59992
1666,41465879,29.19859954,0.034248218,88.5,2584.076053
1667,41492568,0,#DIV/0!,5,#DIV/0!
1668,41642580,1512.733333,0.000661055,21.5,32523.76882
1669,41862183,15.37189815,0.065053775,24.5,376.6115033
1670,42115354,166.7833333,0.005995803,13,2168.183311
1671,42268436,10.97348958,0.091128715,5,54.86744765
1672,42851260,0,#DIV/0!,5,#DIV/0!
1673,42859052,2208.85,0.000452724,100.5,221989.5566
1674,43102471,242.9948611,0.004115313,5,1214.974414
1675,43288862,316.1,0.003163556,45,14224.49927
1676,43583424,11411.05,8.76E-05,22,251042.9694
1677,43682700,706.2666667,0.001415896,27,19069.19717
1678,43804862,1451.466667,0.000688958,32,46446.95323
1679,44161011,1153.847222,0.000866666,33,38076.95237
1680,44299883,1173.466667,0.000852176,21,24642.79679
1681,44646736,20.76666667,0.048154093,21,436.1000009
1682,44772251,50.10400463,0.019958485,29,1453.016098
1683,45193569,23.14375,0.04320821,109,2522.668724
1684,45787944,192.9681944,0.005182201,26,5017.173205
1685,45967364,905.5293056,0.001104326,22.5,20374.41842
1686,46091591,101.5366667,0.009848659,20,2030.733321
1687,46703360,421.7363889,0.002371149,26,10965.14812
1688,46720830,4.067037037,0.245879246,12,48.80444444
1689,47438587,16.85,0.059347181,24,404.4000001
1690,47478405,4722.991667,0.00021173,57.5,271572.2855
1691,47674747,7195.283333,0.00013898,16,115124.4783
1692,47688993,197.2666667,0.00506928,35.5,7002.966891
1693,48105712,0,#DIV/0!,18,#DIV/0!
1694,48300779,1493.738611,0.000669461,18.5,27634.17137
1695,48351934,59.4784838,0.016812802,23,1368.005167
1696,48792663,173.4443576,0.005765538,44.5,7718.273646
1697,48939497,38.80849537,0.025767554,18,698.5529166
1698,48981773,11628,8.60E-05,58,674424.0941
1699,49403233,450.9583333,0.0022175,21,9470.124014
1700,49546737,590.45,0.001693624,23,13580.34605
1701,49911851,514.7083333,0.001942848,35.5,18272.14481
1702,50326734,47.055,0.021251727,22,1035.209986
1703,50482521,147.64,0.006773232,60,8858.400244
1704,50585278,56.93333333,0.017564403,21.5,1224.066653
1705,50763980,2517.566667,0.000397209,8,20140.53055
1706,50808428,0,#DIV/0!,19,#DIV/0!
1707,51322119,11.90444444,0.08400224,31,369.037778
1708,51431816,0,#DIV/0!,108,#DIV/0!
1709,51473079,38130.75833,2.62E-05,42,1601494.728
1710,51615281,4.256388889,0.234940938,18,76.61500015
1711,51631420,6.769369213,0.147724251,48.5,328.3144079
1712,52438828,6670.161389,0.000149921,32,213445.7481
1713,52645081,13.45,0.074349442,14,188.300001
1714,52756689,2027.916667,0.000493117,10,20279.16296
1715,52937497,99.74291667,0.010025775,34.5,3441.130486
1716,52951319,260.7211111,0.003835516,40.5,10559.20507
1717,53076538,1870.5325,0.000534607,96,179571.1616
1718,53191664,40.6575,0.024595708,15,609.8625012
1719,53197740,157.5108333,0.00634877,129.5,20397.65183
1720,53513503,21.88333333,0.045696877,15,328.2500027
1721,53742476,154.9605556,0.006453255,164,25413.53162
1722,53764723,53868.78333,1.86E-05,21,1131246.095
1723,53792101,21.06972222,0.047461471,14,294.9761081
1724,54017215,1.508333333,0.662983425,5,7.541666671
1725,54372489,564.8833333,0.001770277,16,9038.13358
1726,54384635,2.858055556,0.34988823,12,34.29666668
1727,54647423,159.7166667,0.006261087,21,3354.050183
1728,54650438,1.794467593,0.557268353,104,186.6246297
1729,54888522,1551.833333,0.000644399,37,57417.84205
1730,54899509,749.4083333,0.001334386,24,17985.80021
1731,55617483,45.36666667,0.022042616,23,1043.43332
1732,55753267,217887,4.59E-06,13,2832534.05
1733,56579551,80.40501736,0.012437035,143,11497.91731
1734,56624143,30.82722222,0.032438862,31,955.6438817
1735,57060008,936.2583333,0.001068081,8,7490.068637
1736,57384252,1081.117639,0.000924969,24,25946.81551
1737,58573872,9335.275,0.000107121,5,46676.18861
1738,58790199,28.6,0.034965035,143,4089.799996
1739,58883399,15.79055556,0.063328994,41,647.4127791
1740,59080032,7.979768519,0.125316918,23,183.5346765
1741,59099936,45.40388889,0.022024545,38,1725.347788
1742,59435257,36.31666667,0.027535567,53,1924.783318
1743,59624563,17206.26667,5.81E-05,8,137650.0385
1744,60078290,30.18333333,0.033130867,30,905.4999979
1745,60244595,19.1925,0.052103686,31,594.9675038
1746,60310450,12432.01667,8.04E-05,9.5,118104.1181
1747,60799814,15.09590278,0.06624314,100,1509.590276
1748,60834263,73788.5,1.36E-05,12,885465.0905
1749,62692162,1435.65,0.000696549,13,18663.43933
1750,62982736,183.0916667,0.005461745,40,7323.666704
1751,63886922,969.9,0.001031034,16,15518.40191
1752,64108679,104,0.009615385,31,3223.999871
1753,64145877,10055.36667,9.94E-05,21,211162.6616
1754,64192403,39002.68333,2.56E-05,24,936062.997
1755,64979133,106.25,0.009411765,38,4037.499874
1756,65773729,142.7866667,0.007003455,5,713.9333372
1757,65819476,29.52416667,0.033870558,28.5,841.4387504
1758,66032536,121.5283333,0.008228534,23,2795.151603
1759,66079751,9.6,0.104166667,58.5,561.5999982
1760,66113986,392.0435995,0.002550737,388,152112.8991
1761,66273251,14.86065972,0.067291764,26,386.3771501
1762,67103551,53221.56667,1.88E-05,20,1064429.945
1763,67176127,38.37527778,0.026058443,36.5,1400.697655
1764,68012617,147.8416667,0.006763993,42.5,6283.270843
1765,68293292,5025.408333,0.000198989,44.5,223630.4519
1766,68806292,218.0975,0.004585105,11,2399.072649
1767,68997319,52.27791667,0.019128536,15,784.1687414
1768,69430709,5912.508333,0.000169133,32,189200.2152
1769,69479580,136.1525405,0.007344703,38.5,5241.872953
1770,70354334,12.72363426,0.078593897,77,979.7198375
1771,70406535,1.662511574,0.601499572,20,33.25023147
1772,70558145,2232.091667,0.00044801,67.5,150666.2798
1773,70593501,9.486168981,0.105416634,24.5,232.4111392
1774,70628320,27450.16667,3.64E-05,25,686253.2494
1775,70816294,12.44694444,0.080341003,34.5,429.4195829
1776,70966222,45.43305556,0.022010406,11,499.7636118
1777,71390044,278.7666667,0.003587229,39,10871.9014
1778,71818979,921.8166667,0.001084814,23,21201.79127
1779,72127785,8140.475,0.000122843,31.5,256424.8675
1780,72370278,78.09537037,0.012804856,110,8590.490982
1781,73302860,764.85,0.001307446,28,21415.79843
1782,73904080,24.4901794,0.040832694,5,122.4508968
1783,75205443,583.9,0.001712622,15,8758.500124
1784,76745233,19.55513889,0.051137453,33,645.319586
1785,77816462,15.27498843,0.065466498,104,1588.598798
1786,78848319,112.8171817,0.008863898,22.5,2538.38661
1787,78971311,1300.2,0.000769112,21,27304.21577
1788,79661754,11894.5,8.41E-05,5,59472.47911
1789,81063587,440.05011,0.002272468,103.5,45545.1958
1790,81446713,37014.89167,2.70E-05,16.5,610744.6643
1791,81468683,3184.4,0.000314031,29,92347.57078
1792,81780672,28.20408565,0.035455856,41,1156.367512
1793,82038944,1334.791667,0.000749181,103,137483.4653
1794,82101608,171.0097222,0.005847621,62,10602.60232
1795,83098077,35.34277778,0.028294324,31,1095.626105
1796,83427249,0,#DIV/0!,19,#DIV/0!
1797,84579167,60.91248843,0.016416995,88,5360.298885
1798,84686776,5215.525,0.000191735,5,26077.65927
1799,84920046,35.34569444,0.028291989,24.5,865.9695153
1800,85555692,2.5025,0.3996004,11,27.52749997
1801,85566104,26.11666667,0.038289726,5,130.5833319
1802,85921117,248.5748611,0.004022933,34,8451.545179
1803,85973861,4.239166667,0.23589542,37,156.8491665
1804,87555485,4.918055556,0.203332392,86,422.9527777
1805,88027505,1.487783565,0.672140776,45.5,67.69415221
1806,89009635,0,#DIV/0!,5,#DIV/0!
1807,89074336,134.0704514,0.007458765,38,5094.677202
1808,89266907,4.951203704,0.201971088,27,133.6825001
1809,89971225,504.8166667,0.001980917,57,28774.55239
1810,90035581,9189.183333,0.000108824,23.5,215945.0121
1811,90414001,20161.925,4.96E-05,11.5,231862.3181
1812,90456143,31087.18333,3.22E-05,5,155435.9045
1813,90467465,267.8716667,0.003733131,19,5089.56155
1814,91045363,29.01444444,0.034465592,48,1392.693327
1815,91338104,59769.5,1.67E-05,45,2689634.15
1816,91374198,2613.258333,0.000382664,24,62718.2071
1817,93001525,119.1166667,0.008395131,20,2382.333283
1818,93785440,187.6665278,0.005328601,24.5,4597.829712
1819,94071864,91973,1.09E-05,5,459863.1447
1820,94145014,45.13697917,0.022154783,34,1534.657324
1821,95934231,3.009623843,0.332267437,17.5,52.66841722
1822,96549633,49.92628472,0.02002953,23.5,1173.26767
1823,98567146,0,#DIV/0!,5,#DIV/0!
1824,98883900,23.58093171,0.042407145,19,448.0377069
1825,99277234,182.6609259,0.005474625,29.5,5388.496929
1826,99318971,11.93725694,0.083771339,73,871.4197585
1827,99333490,4225.191667,0.000236676,26.5,111967.4154
1828,100519602,54.50861111,0.018345725,34,1853.292797
1829,100865394,390.4466667,0.002561169,12,4685.360474
1830,102254963,40120.48333,2.49E-05,17,682048.8748
1831,102912336,5299.458333,0.000188699,15,79491.67722
1832,105246261,138.1355845,0.007239264,60,8288.135368
1833,105630710,2263.15,0.000441862,13.5,30552.52545
1834,105640309,8.228634259,0.12152685,5,41.14317124
1835,109099477,940.0333333,0.001063792,44,41361.46916
1836,109137942,5738.966667,0.000174247,12,68867.75669
1837,109487100,603.785,0.001656219,41,24755.18032
1838,110239868,27998.575,3.57E-05,101.5,2841855.634
1839,111031239,65.99133102,0.015153506,14,923.878606
1840,111872973,26.74666667,0.037387836,31,829.1466775
1841,115439626,5.5,0.181818182,44,241.9999998
1842,117102049,224.6234954,0.004451894,16,3593.975957
1843,117868292,189.9919444,0.005263381,21,3989.830871
1844,117894402,27.54986111,0.036297824,20,550.9972168
1845,118800191,30.4975,0.032789573,30,914.9249977
1846,121260303,120.6166667,0.008290728,46,5548.366802
1847,122792775,383.4833333,0.002607675,51,19557.65193
1848,123005440,30.84166667,0.032423669,31,956.0916749
1849,123349587,1.483333333,0.674157303,40.5,60.07500003
1850,124169803,28.19527778,0.035466932,135,3806.362501
1851,125353475,4876.066667,0.000205083,63.5,309630.7349
1852,125894574,35.53694444,0.028139729,17,604.1280639
1853,127418935,10.08011574,0.09920521,86,866.8899547
1854,127765136,11234.58333,8.90E-05,55,617901.8525
1855,127776545,124.6,0.008025682,22,2741.200062
1856,128975408,25.83694444,0.038704267,16,413.3911127
1857,130074867,46.2012963,0.021644414,5,231.0064851
1858,131350213,14.48277778,0.069047528,21,304.1383321
1859,132104161,196.8416667,0.005080225,30,5905.25026
1860,137464859,4.966666667,0.201342282,5,24.83333332
1861,138187155,8.026539352,0.124586694,5,40.13269667
1862,140756041,9153.75,0.000109245,40,366149.4805
1863,141197779,101.9752778,0.009806298,64,6526.418022
1864,141683065,1142.4,0.00087535,37,42268.80676
1865,144493510,11.85,0.084388186,27,319.9499987
1866,144593591,0,#DIV/0!,5,#DIV/0!
1867,145207753,44.90833333,0.022267582,61,2739.408347
1868,146707914,804.05,0.001243704,33,26533.64466
1869,148085655,100.6788889,0.009932569,20.5,2063.9172
1870,149152480,20.22902778,0.049433913,33,667.5579172
1871,150075033,10650.96667,9.39E-05,15,159764.4858
1872,151955291,72.03527778,0.013882087,16,1152.564452
1873,152890453,109.25,0.009153318,17.5,1911.875016
1874,153455636,662,0.001510574,17,11254.00014
1875,156778535,15633.5,6.40E-05,8.5,132884.7561
1876,157985382,2542,0.000393391,5,12710.00099
1877,160862180,69778,1.43E-05,5,348889.137
1878,161826281,700.9166667,0.001426703,34,23831.16879
1879,162869006,3506.5,0.000285185,30.5,106948.1214
